window_start,window_end,packets,bytes,duration,avg_pkt_size,throughput,pkt_rate,class
1693898298.251076,1693898299.251076,3,271,1.000000,90.33333333333333,271,3,web-browsing
1693898299.251076,1693898300.251076,38,2467,1.000000,64.92105263157895,2467,38,web-browsing
1693898300.251076,1693898301.251076,1,144,1.000000,144.0,144,1,web-browsing
1693898301.251076,1693898302.251076,11,910,1.000000,82.72727272727273,9.1E+2,11,web-browsing
1693898302.251076,1693898303.251076,4,263,1.000000,65.75,263,4,web-browsing
1693898303.251076,1693898304.251076,69,4529,1.000000,65.6376811594203,4529,69,web-browsing
1693898304.251076,1693898305.251076,4,256,1.000000,64.0,256,4,web-browsing
1693898305.251076,1693898306.251076,7,653,1.000000,93.28571428571429,653,7,web-browsing
1693898306.251076,1693898307.251076,4,280,1.000000,70.0,2.8E+2,4,web-browsing
1693898307.251076,1693898308.251076,1,99,1.000000,99.0,99,1,web-browsing
1693898308.251076,1693898309.251076,8,557,1.000000,69.625,557,8,web-browsing
1693898309.251076,1693898310.251076,1,99,1.000000,99.0,99,1,web-browsing
1693898310.251076,1693898311.251076,3,284,1.000000,94.66666666666667,284,3,web-browsing
1693898311.251076,1693898312.251076,12,941,1.000000,78.41666666666667,941,12,web-browsing
1693898312.251076,1693898313.251076,6,396,1.000000,66.0,396,6,web-browsing
1693898313.251076,1693898314.251076,28,8004,1.000000,285.85714285714283,8004,28,web-browsing
1693898314.251076,1693898315.251076,50,5404,1.000000,108.08,5404,5E+1,web-browsing
1693898315.251076,1693898316.251076,65,22642,1.000000,348.33846153846156,22642,65,web-browsing
1693898316.251076,1693898317.251076,61,8111,1.000000,132.9672131147541,8111,61,web-browsing
1693898317.251076,1693898318.251076,7,763,1.000000,109.0,763,7,web-browsing
1693898318.251076,1693898319.251076,17,1991,1.000000,117.11764705882354,1991,17,web-browsing
1693898319.251076,1693898320.251076,11,3687,1.000000,335.1818181818182,3687,11,web-browsing
1693898320.251076,1693898321.251076,8,3493,1.000000,436.625,3493,8,web-browsing
1693898321.251076,1693898322.251076,9,3803,1.000000,422.55555555555554,3803,9,web-browsing
1693900923.011576,1693900924.011576,31,2679,1.000000,86.41935483870968,2679,31,web-browsing
1693900924.011576,1693900925.011576,11,1903,1.000000,173.0,1903,11,web-browsing
1693900925.011576,1693900926.011576,19,1792,1.000000,94.3157894736842,1792,19,web-browsing
1693900926.011576,1693900927.011576,23,1741,1.000000,75.69565217391305,1741,23,web-browsing
1693900927.011576,1693900928.011576,777,290863,1.000000,374.3410553410553,290863,777,web-browsing
1693900928.011576,1693900929.011576,3535,1879092,1.000000,531.5677510608203,1879092,3535,web-browsing
1693900929.011576,1693900930.011576,23,1861,1.000000,80.91304347826087,1861,23,web-browsing
1693900930.011576,1693900931.011576,22,1608,1.000000,73.0909090909091,1608,22,web-browsing
1693900931.011576,1693900932.011576,75,9340,1.000000,124.53333333333333,9.34E+3,75,web-browsing
1693900932.011576,1693900933.011576,80,19730,1.000000,246.625,1.973E+4,8E+1,web-browsing
